Folder,TITLE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,ANT_SUM_WEIGHTED_SAN,ANT_SUM_WEIGHTED_LOEWE,ANT_SUM_WEIGHTED_BLISS,ANT_SUM_WEIGHTED_HSA,QA
emetine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,emetine,artesunate,0.05,0.75,0.0132075933411725,10,20.7299499440325,0.151821527597779,9.99999999999999,13.256673521435,0,-42.1524795086024,-36.9898137527382,-36.9553675875372,-1
emetine_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,emetine,nvpbgt226,0.01,0.75,0.00383241425569128,9.99999999999999,44.865621122081,0.367475440244063,1.54179091559537,0,0,-165.673717853116,-162.108025818968,-157.66349934079,-1
emetine_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,emetine,nvpbgt226,0.01,0.75,0.00160526685001288,3.57782792674259,6.81466994528356,0.126460631725661,5.1094747635945,3.44203433607354,0,-25.7356214227755,-7.61431287889553,-6.43204289281111,1
emetine_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,emetine,nvpbgt226,0.01,0.75,0.00110290672616666,9.99999999999998,8.65657730183468,0.165070362267943,9.99999999999997,7.8901214575249,0,-63.5643865219818,-50.6825036121605,-49.9501302079623,-1
febrifugine_nanchangmycin_PLASMODIUM_FALCIPARUM_DD2,TestData,febrifugine,nanchangmycin,0.01,0.025,0.00093003640859542,2.70087687203561,2.16246210464461,0.00251599101119235,6.61547483885082,0.996764492070751,0,-20.5591998319554,-4.57563610058333,-4.1177446529009,1
febrifugine_nanchangmycin_PLASMODIUM_FALCIPARUM_HB3,TestData,febrifugine,nanchangmycin,0.005,0.0125,0.000357602708058172,2.15805226892823,0,0.00135821183216609,10,1.00987920209095,0,-28.8928642447763,-13.4535165579773,-12.8195057038138,1
genz668764_gramicidin_PLASMODIUM_FALCIPARUM_3D7,TestData,genz668764,gramicidin,0.005,0.375,2.18202952065639e-05,2.91084076446635,0,0.0556541327759885,2.15120870418058,0,0,-0.911840486322077,-0.112746751080578,-0.0794812726249311,1
genz668764_gramicidin_PLASMODIUM_FALCIPARUM_DD2,TestData,genz668764,gramicidin,0.01,0.75,3.98484696625774e-05,1.70147060445189,0.101499335483823,0.315466201507246,2.83440387613252,0,0,-2.20574612981887,-1.51061120846044,-1.40443164367836,1
genz668764_gramicidin_PLASMODIUM_FALCIPARUM_HB3,TestData,genz668764,gramicidin,0.01,0.75,0.000133563923881256,10,25.1931656823928,0.155792659608858,5.64772065466284,8.14592999797644,0,-8.17764310463335,-9.52475378672811,-6.99217588314287,-1
genz669178_amodiaquine_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,amodiaquine,0.25,0.175,0.195159565657013,9.99999999999998,0,0.0407192572827585,3.26816075292198,12.9111506976894,0,-39.6944471384613,-22.4052776908681,-22.2465129314609,-3
genz669178_amodiaquine_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,amodiaquine,0.25,0.175,0.118400627115259,4.14335350468034,1.64159575777541,0.0239342378626306,1.27558268813403,0,0,-83.8716694466164,-70.370518244133,-66.3136790939821,-1
genz669178_atovaquone_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,atovaquone,0.025,0.175,0.004332209141451,4.91785405991523,22.5390547515024,0.0185952342684258,3.7417109144899,0,0,-12197.7748214408,-12193.9694875536,-12193.858197953,-1
genz669178_atovaquone_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,atovaquone,0.025,0.175,0.00472892712748729,2.20322885814075,10.7307282952725,0.0453981100533955,3.59644551216945,14.9828448346228,0,-18.8414622130754,-14.5964748324152,-14.335046687472,1
genz669178_atovaquone_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,atovaquone,0.025,0.175,0.000621311974881991,4.80832430454027,12.0412156875051,0.0294206119010858,3.44869295782205,2.28489159708943,0,-36.8215306644405,-20.5510568826326,-19.141650964894,-3
genz669178_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,clobetasonebutyrate,5,0.0875,1.30928345296621,1.97138253049451,1.46616521954785,0.0174159464660241,3.898182244288,12.4127630119727,0,-7.75927672447025,-6.76492308651069,-6.71236697632464,1
genz669178_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,clobetasonebutyrate,5,0.0875,2.14291383288332,2.38869862633676,0,0.0211883997718648,1.97165241264355,15.7651760119708,0,-17.014417575494,-12.0196444403512,-11.520093149665,1
genz669178_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,clobetasonebutyrate,5,0.0875,3.04802131569918,3.67359321163808,0,0.0388825809493748,2.54905459009492,0,0,-21.3865923490361,-18.0571235447095,-18.0009959525415,1
genz669178_decoquinate_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,decoquinate,0.25,0.175,0.00361146459487381,10,19.7713712383234,0.0654120481226241,4.16773586463035,40.2569825705075,0,-117.188170371708,-111.332821770542,-107.172895807502,-1
genz669178_decoquinate_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,decoquinate,0.25,0.175,0.00736712003060376,2.89033895941198,6.76257504961579,0.0392342367621727,2.62544890295202,8.72750374015792,0,-7.57094195998547,-3.27790601599217,-3.08581732726866,1
genz669178_decoquinate_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,decoquinate,0.125,0.0875,0.00846259360579712,2.6319574060425,3.12262257381908,0.0342072928206368,2.09202551481356,0,0,-16.1783104315752,-9.78339823526599,-9.20721405013562,1
genz669178_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,methyleneblue,0.075,0.175,0.00846721270202995,10,26.231854695123,1,0,100,0,-3849.80223158823,-3849.80223158823,-3849.80223158823,-1
genz669178_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,methyleneblue,0.075,0.175,0.020000529633829,5.23359136685353,3.1627333643075,0.0496928398960335,2.5569350084038,4.26193577321181,0,-11.2187626540416,-6.13794437585403,-6.0761452120053,1
genz669178_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,methyleneblue,0.0375,0.0875,0.00341563039758655,2.46037801196887,0,0.0209666055073108,2.2815781633458,0,0,-14.6234004560327,-6.58716453428887,-6.04967977000627,1
genz669178_methylrosanilinechloride_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,methylrosanilinechloride,0.075,0.175,1,0,100,0.0178328698307486,0.983046420134515,0,0,-3428.22305814127,-3428.22305814127,-3428.22305814127,-1
genz669178_methylrosanilinechloride_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,methylrosanilinechloride,0.075,0.175,0.0543946986325313,9.99999999999312,69.3126724458297,0.0370906221453525,2.86750003283745,15.3764763754415,0,-19.3915111122314,-16.880832279532,-16.8432247330988,1
genz669178_methylrosanilinechloride_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,methylrosanilinechloride,0.0375,0.0875,0.0152656308071759,5.21185262127259,28.1613074572066,0.0293782422274869,2.16073447967639,0,0,-20.3969300550704,-14.1450594842594,-14.0517188617516,1
genz669178_ml238_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,ml238,0.05,0.175,0.00696872993119799,9.99999999999977,51.5524990975772,0.0296749153056507,10,16.9747724123096,0,-5595.51111173407,-5586.48302656347,-5583.30246625254,-1
genz669178_ml238_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,ml238,0.05,0.175,0.0220709849792952,1.4113871463776,0,0.0443589949739081,2.88313672701656,9.09605836915674,0,-15.4542790591243,-11.4345733124472,-11.0590997681158,-3
genz669178_ml238_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,ml238,0.05,0.175,0.00518791246600496,10,19.4301578191492,0.0357407344016993,1.47844816428474,0.816383141040211,0,-18.592054229231,-14.2473168476057,-13.198658835777,-1
genz669178_nitd609_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,nitd609,0.01,0.175,0.00127933021094132,9.99999999999982,0,0.051006027591241,9.99999999999998,64.7585027358279,0,-10022.410067196,-10018.0745675677,-10016.1929483383,-1
genz669178_nitd609_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,nitd609,0.01,0.175,0.00194645202969221,10,0.149954864941299,0.0413298024191411,4.07461496665267,14.8654324625143,0,-44.557349075302,-27.7630507476471,-27.4065086504303,-3
genz669178_nitd609_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,nitd609,0.01,0.175,0.0014280552178163,9.99999999999996,1.73304138794164,0.039457472263463,9.99999999999998,6.68858314708474,0,-68.322433368725,-45.984168483469,-45.3553269544427,-1
genz669178_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,proguanil,0.175,0.175,1,0,100,0.0328385341096366,9.99999999999993,7.63217079867733,0,-37.1951383849154,-37.1951383849154,-37.1951383849154,-1
genz669178_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,proguanil,0.175,0.175,0.175,2.02704960139511,14.5478960599745,0.0506086347662194,3.25775028093973,9.13767057744814,0,-42.1546692180159,-34.4826312215055,-34.0171087678615,1
genz669178_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,proguanil,0.175,0.175,0.0311737171956163,1.25259641920598,0.084232338319401,0.0256643345722136,1.14633241693708,0,0,-46.096131412261,-46.5751200417484,-33.7945215940326,-1
gramicidin_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,artemether,0.025,0.005,0.00393519070986318,2.02421570874384,0,2.40741790463881e-05,2.69645200692651,1.0766227629544,0,-2.65496029037369,-1.37396896638285,-1.19085141968155,1
gramicidin_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,artemether,0.05,0.01,0.0134228293766708,10,0.610058207849384,0.000256412431662163,9.99999999999999,1.73024302383981,0,-23.9257559502921,-3.99222903714042,-3.82735541976539,-3
gramicidin_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,artemether,0.025,0.005,0.00579352876842432,4.62023475500033,0.928760527329142,2.17586050054996e-05,2.3459080488693,0,0,-26.3052206345639,-22.1504262066434,-21.8483469744095,-3
gramicidin_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,artenimol,0.0125,0.005,0.000608716433286981,2.76265279784197,0.866014706953849,2.47722083351136e-05,3.61674631592161,1.06033960016972,0,-7.12827737009473,-3.92436182254739,-2.97271576607897,1
gramicidin_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,artenimol,0.025,0.01,0.00216504322466555,4.05011472606617,0,0.000298793796254432,9.99999999999925,0,0,-16.0569665087054,-2.80918747674593,-2.76754617888529,1
gramicidin_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,artenimol,0.0125,0.005,0.000518947525324353,3.32301465728426,1.53136731286256,2.77268597680117e-05,3.33820503512764,1.63756977825524,0,-5.14668980215629,-3.10046762065212,-2.59566057880589,-3
gramicidin_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,artesunate,0.025,0.005,0.00304119141743896,3.5185266591074,0.507641464570313,2.87120577997292e-05,3.3581516137259,0.286342530872924,0,-7.38755910766485,-3.59451128510812,-2.87035151072896,1
gramicidin_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,artesunate,0.05,0.01,0.0157833605635527,7.79136504100438,1.73217872722179,0.000268187885078253,9.99999999999998,2.11254372195567,0,-17.2239690914844,-2.90979562258009,-2.89685764786221,-3
gramicidin_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,artesunate,0.05,0.01,0.00623484261461549,3.2258017991413,5.64538059519533,0.000254684400520535,10,1.32510948139226,0,-23.1819081789869,-7.28447828572259,-7.09661232148202,-3
gramicidin_atovaquone_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,atovaquone,0.0125,0.005,0.000786352913084658,1.24215023876519,0,2.23409700010209e-05,1.83814483397405,0.195305381665456,0,-0.931164270610203,-0.908138278056887,-0.495572305537351,1
gramicidin_atovaquone_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,atovaquone,0.025,0.01,0.00326201511078125,0.732344167550005,0,0.000252359009233521,10,0.550284436253679,0,-33.8874750870884,-24.0206589189853,-22.9815082014794,1
gramicidin_atovaquone_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,atovaquone,0.0125,0.005,0.00160108660919458,1.3136786461626,2.7262558790024,4.10256845802045e-05,1.09931655710063,0,0,-10.5660031049482,-10.6513036669631,-8.91533143313083,-3
gramicidin_nitd609_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,nitd609,0.005,0.005,0.000551660267120662,4.68054800021223,0,2.53210644193592e-05,1.95116975264308,0,0,-0.796628693816645,-0.281089557529142,-0.269568988121889,1
gramicidin_nitd609_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,nitd609,0.01,0.01,0.00227395795098316,10,0.218388784155094,0.000250735328998837,10,0.433102686037523,0,-37.6908398568563,-18.8629163190736,-18.817610006782,-3
gramicidin_nitd609_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,nitd609,0.01,0.01,0.00171479568724541,5.6663541969472,0.074805106794873,0.000247974938087473,10,0.0720208770218944,0,-39.0600048461175,-18.1542155536267,-17.8656336847752,1
gsk2126458_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,artemether,0.05,0.05,1,0,100,1,0,100,0,-222.679019745343,-222.679019745343,-222.679019745343,-1
gsk2126458_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,artemether,0.05,0.05,0.0330335852026777,10,0,0.0290765038591622,10,68.3154773553932,0,-21.6220362730335,-18.4033997883853,-18.4033980561405,1
gsk2126458_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,artemether,0.05,0.05,0.0297215731695157,9.99999999999997,23.1694540258868,0.0485911162266174,9.99999999999996,0,0,-98.4838364783862,-101.399719305282,-101.330602738176,-1
gsk2126458_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,artenimol,0.025,0.05,0.00316325963081644,2.06970045912027,23.7700312613431,1,0,100,0,-8192.40108997849,-8192.40108997849,-8192.40108997849,-1
gsk2126458_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,artenimol,0.025,0.05,0.00317516157830091,3.87744640771783,0,0.0357197561539139,9.99999999999558,68.8659622101797,0,-12.5714484833764,-6.78589522238982,-6.50608371341314,-3
gsk2126458_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,artenimol,0.025,0.05,0.0030931803243599,2.5150678136571,0,0.0274285847339458,9.99999999999998,37.7775750017959,0,-31.2372829422156,-17.8846781468558,-17.6236994385351,1
gsk2126458_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,artesunate,0.05,0.05,0.029883252367285,3.59116343569276,0,0.0442632555780018,9.99999999999999,0,0,-57.3438047729925,-55.9969905114286,-55.991851090214,-1
gsk2126458_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,artesunate,0.05,0.05,0.018472385460318,7.41431007838854,2.61139021415932,0.05,9.99999999999998,40.3926344794323,0,-44.1761169739113,-33.6532422980099,-33.6489870175494,1
gsk2126458_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,artesunate,0.05,0.05,0.00992243505660826,9.99999999999995,7.53692583696236,0.0309416832229262,9.99999999999999,42.2645499066431,0,-63.1999590855811,-48.8026447424814,-48.6998023077746,-1
gsk2126458_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,chloroquine,0.5,0.05,0.0599830651329817,9.9999999999993,81.2689102223171,0.0258872941242442,9.99999999999889,33.3764264061536,0,-60.5560073682289,-63.2959355616563,-63.2959355576504,-1
gsk2126458_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,chloroquine,0.5,0.05,0.320503486900433,9.99999999999997,2.06130531759528,0.0499999999999997,9.99999999999996,50.9097492574818,0,-21.980903014942,-20.828657790028,-20.828657785178,1
gsk2126458_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,chloroquine,0.125,0.025,0.0240449373983382,10,0,0.012257583445238,9.99999999999999,3.9827683810004,0,-48.2177965671572,-26.7800710550845,-26.7323357202129,-3
gsk2126458_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,halofantrine,0.025,0.025,0.00103142083975122,5.51879121544398,1.38418490944636,0.0176241059646755,9.99999999999844,28.7722984285757,0,-52.4998578247357,-34.6132106360224,-34.5890418447497,-1
gsk2126458_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,lumefantrine,0.025,0.025,0.0029750461937841,1.94006492615973,0,0.0151127632443681,4.02599423911118,0,0,-21.3890134062413,-10.7253104176233,-10.0302760041265,1
gsk2126458_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,lumefantrine,0.05,0.05,0.0128659560572726,2.62154179010987,0,0.0499999999999986,9.99999999999998,38.2632523403524,0,-27.6897517316156,-16.9238875752506,-16.9050267754747,1
gsk2126458_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,lumefantrine,0.05,0.05,0.0098470508921921,5.08382578922424,7.07162651548031,0.0499999999999999,9.99999999999991,69.6511641350719,0,-62.2259502410328,-56.2680244685231,-56.2614474916314,-1
gsk2126458_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,mefloquine,0.25,0.05,0.0654078144303178,9.99999999999941,79.8261401930185,0.0442270202898292,9.99999999999994,0,0,-7317.09671194873,-10553.1318285897,-10553.1318285897,-1
gsk2126458_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,mefloquine,0.25,0.05,0.0423165927321402,2.56739735165822,0,0.0499999999999997,9.99999999999994,39.363416940267,0,-18.0772957924154,-15.1658794989019,-15.1487457945603,1
gsk2126458_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,mefloquine,0.25,0.05,0.0301958821704613,3.35798172624896,16.1570498041664,0.0411182824819422,9.99999999999804,56.9259639261041,0,-14.4112851499659,-13.9255913167826,-13.9224190025395,-1
gsk2126458_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,proguanil,0.0875,0.025,3.418e-06,0.1,33.2585685395508,9.77e-07,0.1,19.0325683149487,0,-92.916440180641,-150.333598842025,-92.8800523358791,1
gsk2126458_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,proguanil,0.175,0.05,0.127476013063029,3.5063980172707,26.5930299990992,0.0499999999999977,9.99999999999992,61.8915240321428,0,-12.9363976929358,-8.50260160160293,-8.42067133251328,1
gsk2126458_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,proguanil,0.175,0.05,0.0711908373647117,1.31578236779553,0,0.0339808183301819,6.76697903431534,43.3126200697762,0,-32.8047901728036,-25.0283286081757,-24.9566894956235,1
gsk2126458_propafenonehydrochloride_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,propafenonehydrochloride,5,0.025,0.615119798814907,1.27284632431488,0,0.0152123649055797,7.57334969287953,26.2430773925847,0,-65.3082667392575,-49.7383187531168,-46.7697182499915,1
gsk2126458_propafenonehydrochloride_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,propafenonehydrochloride,10,0.05,2.3200134146851,3.31518092463034,0.798673168942587,0.0278645265167089,9.99999999999999,66.1487601539182,0,-7.55272871260372,-3.57362185135386,-3.55719659093343,1
gsk2126458_propafenonehydrochloride_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,propafenonehydrochloride,10,0.05,3.17375717963608,4.93241465287193,6.75736399073424,0.05,10,0.238812807314714,0,-51.1592257702353,-38.106740220233,-37.7196747477236,-3
halofantrine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,halofantrine,artemether,0.025,0.025,0.00361010298634398,5.75849004640108,0.560138693125734,0.00058674688345314,1.746135949561,0,0,-8.18397905141121,-5.29695329268739,-5.28985920633264,1
halofantrine_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,halofantrine,artemether,0.025,0.025,0.00517057892754479,5.71115634208681,0.0973779225162397,0.00207161468352066,5.30316545954431,0.611403442088787,0,-11.5651134733473,-4.93720437044019,-4.93470445512146,1
halofantrine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,halofantrine,artenimol,0.0125,0.025,0.000521863865898903,2.9109135656818,1.536250865794,0.000550202568283019,3.57852056194917,0.732556723562083,0,-8.35920571942034,-1.61010882851778,-1.47195236904031,1
halofantrine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,halofantrine,artenimol,0.0125,0.025,0.00061519299236063,3.695611027935,1.52563204869285,0.000411344191613082,2.05940195085089,0,0,-12.7375451204625,-5.10786108550521,-4.86231075510385,1
halofantrine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,halofantrine,artesunate,0.025,0.025,0.00338289559410559,3.71565869363399,0,0.000838102225189544,3.5616656652222,0.391780355088872,0,-0.98430710401684,-0.0587235598207328,-0.0558369986006003,1
halofantrine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,halofantrine,artesunate,0.025,0.025,0.00344769352261412,6.80646900588882,2.09816526962358,0.000747470328675813,1.9448484407659,0,0,-8.36548340637971,-2.5439268091199,-2.22765996461956,1
ink128_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,ink128,mefloquine,0.25,0.175,0.108455813366323,9.99999999999999,24.6308019697174,1,0,100,0,-9920.27781948973,-9920.27781948973,-9920.27781948973,-1
ink128_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,ink128,mefloquine,0.25,0.175,0.0453927996686607,2.40019993964997,0,0.175,9.99999999999997,13.2842768811326,0,-18.2497293237026,-4.2985643133851,-4.15393644603003,1
ink128_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,ink128,mefloquine,0.25,0.175,0.040385002017614,3.27039873124578,1.70501276295602,0.152295397821694,9.99999999999999,0,0,-49.6984922420143,-41.8512933001954,-41.7223411783463,-1
ink128_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,ink128,nvpbgt226,0.01,0.175,0.00713021963070387,2.98775173880373,0,1,0,100,0,-244.953651749707,-244.953651749707,-244.953651749707,-1
ink128_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,ink128,nvpbgt226,0.01,0.175,0.00203039234186108,4.26948402938339,9.39272071736256,0.1732938804023,9.99999999999999,0,0,-10.2647653157332,-8.06511239364951,-8.02118709748668,1
ink128_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,ink128,nvpbgt226,0.01,0.175,0.000986437155753654,10,17.7120870144072,0.14551242190911,10,0,0,-68.1787712651582,-64.0523416398518,-64.0023691044442,-1
ivermectin_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_3D7,TestData,ivermectin,clobetasonebutyrate,5,5,1.16653482370313,1.93438340868185,1.55827789863667,1.30520879356032,2.40887725757429,6.2128289145012,0,-9.36132247954195,-6.50763868458475,-6.36055868130781,1
ivermectin_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_HB3,TestData,ivermectin,clobetasonebutyrate,5,5,2.59689549666286,3.17018183976344,0,2.15235577197259,10,12.3613427200554,0,-25.4310380322738,-23.1124552952933,-23.0988968296489,1
ivermectin_decoquinate_PLASMODIUM_FALCIPARUM_3D7,TestData,ivermectin,decoquinate,0.125,5,0.00162566304333371,1.16733241433807,1.12412470336802,1.10957080887779,2.82540766617062,0.990545116345248,0,-22.2189787244192,-19.662811939366,-19.4117078063436,1
ivermectin_decoquinate_PLASMODIUM_FALCIPARUM_DD2,TestData,ivermectin,decoquinate,0.25,10,0.00625831032440873,2.78142045374748,6.03564372899444,2.38029369486539,3.39832499491672,4.89136315290073,0,-1.1113873036863,-0.757642743872217,-0.679595581695916,1
ivermectin_decoquinate_PLASMODIUM_FALCIPARUM_HB3,TestData,ivermectin,decoquinate,0.25,10,0.00223458865150668,5.12771791320953,21.0021576234059,1.81858687309104,1.57131635188846,0.940858883332824,0,-4.75852005316186,-3.95460491717944,-3.46268898422488,-1
kn62_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,artemether,0.05,5,0.0499999999999907,9.99999999999929,15.4124482708788,4.49114586076207,9.99999999999991,0,0,-7651.40464790141,-7673.07262845408,-7672.85530391635,-1
kn62_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,artemether,0.05,5,0.0304028672045281,9.99999999999999,1.1304332736673,1.53651460605948,1.88289684374465,0,0,-39.5824268727765,-31.1370475256525,-31.1327433615112,1
kn62_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,artemether,0.05,5,0.0447541381393164,9.99999999999981,0,1.68733389062298,3.57142148266164,12.0607319441831,0,-74.226116394063,-71.8886723704803,-71.8307731529597,-1
kn62_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,artenimol,0.025,5,0.00326158795797215,9.99999949619647,46.1527863385445,5,9.99999999999997,2.24784032304686,0,-8056.22186907374,-8052.8263844054,-8050.00370283865,-1
kn62_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,artenimol,0.025,5,0.00255388439722457,4.04460232065318,0,1.95443549657689,2.20693761257432,0,0,-3.68506595762367,-2.69307632320208,-2.65808295741151,1
kn62_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,artenimol,0.025,5,0.0037046254121178,3.94971323583945,13.9670109955123,0.768461079505862,1.78548787934955,7.96643694779092,0,-28.253120829868,-22.7212574534586,-21.8880306376094,-1
kn62_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,artesunate,0.05,5,0.0118200774228826,9.99999999999998,44.7940684321101,2.67977872152304,9.99999999999995,0,0,-40.6583943674186,-45.9826744930533,-45.9826744930421,-1
kn62_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,artesunate,0.05,5,0.0149304590248101,6.64504660770592,0.774582525921991,2.00835397275316,1.70980896352848,0,0,-16.8146926376807,-9.66070749118644,-9.14954959687323,1
kn62_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,artesunate,0.05,5,0.00786174873844503,6.18703964680907,16.1454648423769,1.49869745776869,1.45424315765654,0,0,-36.0153174514478,-23.2477881813747,-21.4235141293662,-1
kn62_gramicidin_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,gramicidin,0.005,2.5,2.82553148283023e-05,1.75529186132274,0,0.31217478174413,2.75322241349033,1.36627235705835,0,-1.18459198552767,-0.697469491928378,-0.689487195878915,1
kn62_gramicidin_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,gramicidin,0.01,5,0.000274405305926965,9.99999999999999,3.05585095916465,1.59370794078974,1.29979739097248,0,0,-17.3702431025992,-6.9060707618316,-6.76109159990251,1
kn62_gramicidin_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,gramicidin,0.01,5,0.000252101022609512,9.99999999999999,34.4805415000339,1.32936298970069,9.99999999999994,14.9547623455878,0,-11.7069275549621,-11.3065958108455,-10.2322590498836,-1
kn62_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,halofantrine,0.025,2.5,0.000888049123031542,3.31113856909784,0.610051107710696,0.570444756066801,1.83081749724584,0,0,-0.224271209384457,-0.185470662278878,-0.18158991145214,1
